site,census,code,genus,species,n10g,r10g,f10g,l10g,u10g,n50g,r50g,f50g,l50g,u50g,n100g,r100g,f100g,l100g, 
BCI,1995-2000,bc4,Terminalia,oblonga,30,2.315,2.279,1.658,3.194,16,1.136,1.103,0.711,1.727,38,0.686,0.683,0.483,1.026
BCI,1995-2000,bc4,Ternstroemia,tepezapote,0,NA,NA,NA,NA,1,0.666,0.895,0.333,2.252,0,NA,NA,NA,NA
BCI,1995-2000,bc4,Tetragastris,panamensis,2891,1.568,1.569,1.516,1.624,375,0.906,0.908,0.815,1.008,358,0.642,0.643,0.566,0.732
BCI,1995-2000,bc4,Tetrathylacium,johansenii,0,NA,NA,NA,NA,0,NA,NA,NA,NA,7,0.695,0.688,0.335,1.567
BCI,1995-2000,bc4,Theobroma,cacao,1,6.978,2.511,1.129,5.449,5,0.359,0.539,0.263,1.103,9,0.164,0.25,0.13,0.471
BCI,1995-2000,bc4,Thevetia,ahouai,38,1.798,1.811,1.365,2.405,22,0.6,0.644,0.435,0.958,1,1.328,0.793,0.277,2.25
BCI,1995-2000,bc4,Tocoyena,pittieri,2,1.641,1.868,0.908,3.728,0,NA,NA,NA,NA,5,0.469,0.564,0.26,1.284
BCI,1995-2000,bc4,Trattinnickia,aspera,2,4.531,2.578,1.234,5.664,22,1.209,1.156,0.768,1.7,34,1.247,1.173,0.803,1.791
BCI,1995-2000,bc4,Trema,micrantha,1,28.447,3.269,1.463,7.254,2,39.668,3.191,1.368,8.096,8,6.391,3.153,1.582,6.232
BCI,1995-2000,bc4,Trichanthera,gigantea,2,1.869,1.96,0.948,3.857,2,0.661,0.839,0.351,2.112,2,1.484,0.924,0.306,2.375
BCI,1995-2000,bc4,Trichilia,pallida,318,2.141,2.138,1.926,2.362,92,1.128,1.121,0.878,1.404,72,0.697,0.696,0.542,0.921
BCI,1995-2000,bc4,Trichilia,tuberculata,7979,1.63,1.63,1.597,1.663,1422,0.699,0.701,0.661,0.742,1447,0.639,0.64,0.599,0.681
BCI,1995-2000,bc4,Trichospermum,galeottii,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,4.919,1.04,0.358,3.065
BCI,1995-2000,bc4,Triplaris,cumingiana,40,1.945,1.964,1.472,2.606,55,0.779,0.788,0.594,1.033,134,0.499,0.502,0.414,0.617
BCI,1995-2000,bc4,Trophis,caucana,54,2.375,2.326,1.841,2.96,82,1.227,1.21,0.98,1.519,26,0.557,0.583,0.365,0.872
BCI,1995-2000,bc4,Trophis,racemosa,199,1.306,1.312,1.156,1.5,36,0.531,0.565,0.4,0.806,22,0.236,0.279,0.174,0.449
BCI,1995-2000,bc4,Turpinia,occidentalis,3,7.552,3.484,1.75,6.865,13,1.536,1.354,0.806,2.287,47,1.165,1.124,0.798,1.523
BCI,1995-2000,bc4,Unonopsis,pittieri,290,1.533,1.536,1.384,1.711,158,1.197,1.193,1.004,1.394,149,0.59,0.597,0.483,0.718
BCI,1995-2000,bc4,Urera,baccifera,1,13.785,2.912,1.244,6.368,0,NA,NA,NA,NA,0,NA,NA,NA,NA
BCI,1995-2000,bc4,Virola,multiflora,9,3.465,2.94,1.756,4.705,14,1.831,1.579,0.944,2.604,20,1.376,1.22,0.73,2.015
BCI,1995-2000,bc4,Virola,sebifera,726,1.58,1.585,1.472,1.697,310,1.093,1.09,0.969,1.236,545,0.67,0.671,0.604,0.741
BCI,1995-2000,bc4,Virola,surinamensis,22,2.648,2.542,1.785,3.695,27,1.216,1.174,0.808,1.703,144,1.256,1.235,1.014,1.501
BCI,1995-2000,bc4,Vismia,baccifera,34,2.08,2.051,1.526,2.716,8,0.641,0.73,0.378,1.373,1,0.191,0.534,0.165,1.503
BCI,1995-2000,bc4,Vismia,billbergiana,1,1.232,1.855,0.794,3.995,1,1.938,1.043,0.443,2.751,0,NA,NA,NA,NA
BCI,1995-2000,bc4,Vochysia,ferruginea,4,15.559,5.329,2.816,10.591,4,5.548,2.216,1.037,4.667,8,4.502,2.454,1.255,4.817
BCI,1995-2000,bc4,Xylopia,macrantha,682,2.638,2.639,2.457,2.818,219,1.399,1.386,1.21,1.607,134,0.556,0.56,0.455,0.674
BCI,1995-2000,bc4,Xylosma,oligandra,59,1.178,1.22,0.971,1.542,23,0.518,0.566,0.38,0.874,0,NA,NA,NA,NA
BCI,1995-2000,bc4,Zanthoxylum,acuminatum,53,1.858,1.864,1.448,2.384,20,2.31,1.998,1.291,3.101,34,1.333,1.248,0.822,1.806
BCI,1995-2000,bc4,Zanthoxylum,ekmanii,16,9.701,6.89,4.601,10.46,10,3.677,2.468,1.391,4.529,128,3.045,2.911,2.366,3.561
BCI,1995-2000,bc4,Zanthoxylum,panamense,32,1.845,1.862,1.376,2.519,36,1.738,1.633,1.204,2.251,60,1.604,1.523,1.133,2.078
BCI,1995-2000,bc4,Zanthoxylum,setulosum,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,3.226,0.983,0.334,2.932
BCI,1995-2000,bc4,Zuelania,guidonia,18,1.734,1.782,1.209,2.621,4,0.724,0.841,0.383,1.861,8,0.737,0.715,0.375,1.533
BCI,1995-2000,bc4,Guarea,fuzzy,755,1.309,1.312,1.229,1.404,137,0.561,0.571,0.479,0.683,59,0.27,0.284,0.21,0.381
BCI,1995-2000,bc4,Nectandra,fuzzy,1,1.915,1.955,0.89,4.36,2,2.088,1.25,0.511,2.879,0,NA,NA,NA,NA
BCI,1995-2000,bc4,Sapium,broadleaf,0,NA,NA,NA,NA,0,NA,NA,NA,NA,3,0.283,0.471,0.192,1.177
BCI,2000-2005,bc5,Abarema,macradenia,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,1.419,0.809,0.301,2.079
BCI,2000-2005,bc5,Acacia,melanoceras,7,3.229,2.799,1.601,5.042,1,5.918,1.621,0.585,4.814,2,1.274,0.871,0.359,2.1
BCI,2000-2005,bc5,Acalypha,diversifolia,255,3.345,3.324,2.969,3.717,27,1.489,1.425,0.94,2.061,1,0.128,0.527,0.213,1.384
BCI,2000-2005,bc5,Acalypha,macrostachya,19,3.474,3.265,2.214,4.906,4,2.36,1.632,0.747,3.656,1,3.773,0.939,0.337,2.599
BCI,2000-2005,bc5,Adelia,triloba,28,2.092,2.083,1.476,2.986,28,0.923,0.936,0.632,1.338,65,0.4,0.42,0.322,0.541
BCI,2000-2005,bc5,Aegiphila,panamensis,9,1.047,1.277,0.738,2.154,14,0.53,0.608,0.374,0.993,16,0.502,0.542,0.322,0.923
BCI,2000-2005,bc5,Alchornea,costaricensis,24,6.104,5.322,3.889,7.523,23,1.224,1.214,0.823,1.879,128,0.754,0.755,0.615,0.919
BCI,2000-2005,bc5,Alchornea,latifolia,1,15.04,3.353,1.456,8.372,0,NA,NA,NA,NA,0,NA,NA,NA,NA
BCI,2000-2005,bc5,Alibertia,edulis,264,1.488,1.497,1.333,1.677,33,0.577,0.616,0.435,0.876,0,NA,NA,NA,NA
BCI,2000-2005,bc5,Allophylus,psilospermus,41,2.731,2.679,2.054,3.479,30,2.142,2.008,1.41,2.871,20,0.679,0.684,0.43,1.1
BCI,2000-2005,bc5,Alseis,blackiana,4960,1.199,1.2,1.169,1.231,801,0.835,0.835,0.776,0.902,926,0.615,0.618,0.57,0.663
BCI,2000-2005,bc5,Amaioua,corymbosa,13,1.551,1.649,1.04,2.583,5,1.675,1.408,0.659,2.986,2,0.384,0.584,0.244,1.536
BCI,2000-2005,bc5,Anacardium,excelsum,2,6,3.023,1.321,6.971,0,NA,NA,NA,NA,19,0.349,0.401,0.252,0.659
BCI,2000-2005,bc5,Anaxagorea,panamensis,682,1.502,1.504,1.401,1.619,2,1.053,1.067,0.423,2.728,0,NA,NA,NA,NA
BCI,2000-2005,bc5,Andira,inermis,157,1.153,1.172,1.019,1.355,69,0.488,0.507,0.397,0.66,27,0.289,0.331,0.216,0.506
BCI,2000-2005,bc5,Annona,acuminata,373,1.24,1.248,1.135,1.373,15,0.504,0.578,0.36,0.924,0,NA,NA,NA,NA
BCI,2000-2005,bc5,Annona,spraguei,40,6.72,6.157,4.572,8.309,6,2.633,1.908,0.976,3.863,15,0.553,0.577,0.345,1.026
BCI,2000-2005,bc5,Apeiba,membranacea,7,4.443,3.507,2.041,6.131,28,1.38,1.351,0.911,1.963,182,0.573,0.577,0.483,0.681
BCI,2000-2005,bc5,Apeiba,tibourbou,3,16.437,5.604,2.663,12.344,3,0.446,0.727,0.3,1.688,16,0.559,0.581,0.346,0.969
BCI,2000-2005,bc5,Aphelandra,sinclairiana,4,2.988,2.513,1.274,5.185,0,NA,NA,NA,NA,0,NA,NA,NA,NA
BCI,2000-2005,bc5,Appunia,seibertii,2,2.076,2.148,0.899,4.869,0,NA,NA,NA,NA,0,NA,NA,NA,NA
BCI,2000-2005,bc5,Ardisia,bartlettii,3,1.435,1.776,0.835,3.839,0,NA,NA,NA,NA,0,NA,NA,NA,NA
BCI,2000-2005,bc5,Ardisia,fendleri,73,1.767,1.776,1.406,2.198,16,0.394,0.464,0.283,0.752,0,NA,NA,NA,NA
BCI,2000-2005,bc5,Ardisia,guianensis,13,1.775,1.827,1.157,2.984,0,NA,NA,NA,NA,0,NA,NA,NA,NA
BCI,2000-2005,bc5,Aspidosperma,spruceanum,321,1.364,1.369,1.243,1.515,53,0.98,0.993,0.732,1.316,50,1.088,1.038,0.756,1.442
BCI,2000-2005,bc5,Astronium,graveolens,24,2.047,2.059,1.46,2.919,8,0.872,0.916,0.488,1.873,33,0.57,0.585,0.403,0.853
BCI,2000-2005,bc5,Beilschmiedia,pendula,1343,1.488,1.488,1.416,1.568,231,0.788,0.789,0.694,0.899,233,0.657,0.658,0.569,0.777
BCI,2000-2005,bc5,Borojoa,panamensis,1,0.817,1.687,0.656,4.083,0,NA,NA,NA,NA,0,NA,NA,NA,NA
BCI,2000-2005,bc5,Brosimum,alicastrum,412,1.86,1.861,1.699,2.048,260,0.793,0.796,0.7,0.908,164,0.352,0.358,0.301,0.432
BCI,2000-2005,bc5,Brosimum,guianense,3,2.124,2.064,0.979,4.524,1,0.131,0.657,0.227,1.8,0,NA,NA,NA,NA
BCI,2000-2005,bc5,Calophyllum,longifolium,819,2.283,2.286,2.147,2.441,84,1.276,1.274,1.009,1.558,35,0.867,0.843,0.589,1.247
BCI,2000-2005,bc5,Capparis,frondosa,2389,0.927,0.927,0.891,0.962,147,0.429,0.437,0.37,0.527,0,NA,NA,NA,NA
BCI,2000-2005,bc5,Casearia,aculeata,267,1.455,1.463,1.301,1.652,59,0.594,0.608,0.464,0.786,12,0.372,0.456,0.251,0.807
BCI,2000-2005,bc5,Casearia,arborea,18,2.308,2.256,1.484,3.437,17,1.791,1.656,1.023,2.537,69,0.705,0.708,0.542,0.928
BCI,2000-2005,bc5,Casearia,commersoniana,12,1.5,1.618,1.015,2.609,5,1.215,1.162,0.588,2.267,3,0.43,0.595,0.251,1.36
BCI,2000-2005,bc5,Casearia,guianensis,6,1.386,1.592,0.868,2.978,6,0.562,0.711,0.356,1.413,1,0.099,0.52,0.188,1.349
BCI,2000-2005,bc5,Casearia,sylvestris,47,2.397,2.382,1.8,3.137,27,1.198,1.188,0.814,1.741,38,0.609,0.615,0.437,0.905
BCI,2000-2005,bc5,Cassipourea,elliptica,725,1.75,1.749,1.635,1.868,137,1.536,1.522,1.262,1.819,81,1.015,1.002,0.778,1.312
BCI,2000-2005,bc5,Cavanillesia,platanifolia,1,7.947,2.968,1.18,7.616,0,NA,NA,NA,NA,15,0.708,0.715,0.417,1.231
BCI,2000-2005,bc5,Cecropia,insignis,130,15.687,14.844,12.659,17.668,69,5.506,5.138,4.024,6.487,143,1.163,1.142,0.943,1.394
BCI,2000-2005,bc5,Cecropia,longipes,3,16.329,5.757,2.824,12.741,0,NA,NA,NA,NA,2,11.279,1.614,0.643,4.142
BCI,2000-2005,bc5,Cecropia,obtusifolia,18,19.563,14.062,9.302,20.725,15,8.583,5.916,3.486,9.591,17,2.107,1.635,0.975,2.807
BCI,2000-2005,bc5,Cedrela,odorata,0,NA,NA,NA,NA,3,8.645,2.903,1.239,6.459,1,3.014,0.891,0.336,2.446
BCI,2000-2005,bc5,Ceiba,pentandra,3,6.892,3.773,1.859,7.385,7,1.552,1.376,0.734,2.681,22,0.499,0.533,0.338,0.859
BCI,2000-2005,bc5,Celtis,schippii,34,1.493,1.542,1.137,2.071,39,1.375,1.345,0.984,1.892,32,1.151,1.085,0.726,1.581
BCI,2000-2005,bc5,Cespedesia,spathulata,1,4.312,2.496,0.985,6.46,0,NA,NA,NA,NA,1,0.142,0.544,0.209,1.499
BCI,2000-2005,bc5,Cestrum,megalophyllum,25,1.266,1.337,0.927,1.927,5,1.286,1.192,0.596,2.593,0,NA,NA,NA,NA
BCI,2000-2005,bc5,Chamguava,schippii,304,2.23,2.23,2.007,2.491,40,0.959,0.962,0.7,1.335,5,0.379,0.513,0.252,1.07
BCI,2000-2005,bc5,Chimarrhis,parviflora,0,NA,NA,NA,NA,1,5.91,1.59,0.575,4.353,1,3.787,0.936,0.363,2.58
BCI,2000-2005,bc5,Chrysochlamys,eclipes,270,1.083,1.096,0.979,1.23,81,0.491,0.51,0.41,0.644,3,0.266,0.49,0.208,1.13
BCI,2000-2005,bc5,Chrysophyllum,argenteum,438,1.449,1.456,1.326,1.591,70,0.625,0.643,0.49,0.834,69,0.268,0.286,0.217,0.383
BCI,2000-2005,bc5,Chrysophyllum,cainito,82,1.661,1.68,1.38,2.056,3,2.379,1.544,0.696,3.576,17,0.661,0.673,0.406,1.155
BCI,2000-2005,bc5,Cinnamomum,triplinerve,14,2.393,2.35,1.511,3.701,7,1.879,1.537,0.818,2.958,10,2.205,1.48,0.809,2.735
BCI,2000-2005,bc5,Clidemia,dentata,2,10.112,3.749,1.748,9.21,0,NA,NA,NA,NA,0,NA,NA,NA,NA
BCI,2000-2005,bc5,Coccoloba,coronata,46,1.145,1.199,0.909,1.507,13,0.686,0.759,0.453,1.268,18,0.439,0.491,0.296,0.809
BCI,2000-2005,bc5,Coccoloba,manzinellensis,257,1.088,1.095,0.987,1.245,48,0.568,0.596,0.448,0.781,12,0.219,0.309,0.173,0.561
BCI,2000-2005,bc5,Cojoba,rufescens,0,NA,NA,NA,NA,2,3.292,1.664,0.674,4.26,0,NA,NA,NA,NA
BCI,2000-2005,bc5,Colubrina,glandulosa,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,0.064,0.486,0.186,1.266
BCI,2000-2005,bc5,Conostegia,bracteata,1,10.535,3.105,1.224,8.01,0,NA,NA,NA,NA,0,NA,NA,NA,NA
BCI,2000-2005,bc5,Conostegia,cinnamomea,48,1.687,1.694,1.308,2.211,1,1.369,1.108,0.4,3.193,0,NA,NA,NA,NA
BCI,2000-2005,bc5,Cordia,alliodora,19,6.61,5.551,3.763,8.316,5,3.18,2.051,1.014,4.42,49,1.294,1.225,0.887,1.72
BCI,2000-2005,bc5,Cordia,bicolor,166,1.75,1.761,1.522,2.035,100,1.681,1.662,1.349,2.04,296,1.027,1.019,0.883,1.171
BCI,2000-2005,bc5,Cordia,lasiocalyx,479,2.266,2.27,2.073,2.462,270,0.809,0.812,0.712,0.918,225,0.316,0.322,0.277,0.374
BCI,2000-2005,bc5,Coussarea,curvigemmia,1431,1.746,1.746,1.662,1.835,322,0.849,0.851,0.757,0.956,55,0.533,0.546,0.394,0.75
BCI,2000-2005,bc5,Coutarea,hexandra,0,NA,NA,NA,NA,1,0.14,0.666,0.253,1.827,1,5.952,1.03,0.395,2.86
BCI,2000-2005,bc5,Croton,billbergianus,94,8.453,8.074,6.667,9.695,31,2.169,2.057,1.399,2.947,32,2.052,1.795,1.196,2.581
BCI,2000-2005,bc5,Cupania,cinerea,3,6.021,3.564,1.743,7.713,3,0.725,0.903,0.411,2.22,0,NA,NA,NA,NA
BCI,2000-2005,bc5,Cupania,latifolia,20,4.482,4.068,2.727,5.902,6,1.043,1.051,0.525,2.133,10,1.363,1.077,0.604,2.06
BCI,2000-2005,bc5,Cupania,rufescens,57,2.179,2.155,1.668,2.8,8,1.532,1.37,0.762,2.54,2,1.48,0.87,0.351,2.254
BCI,2000-2005,bc5,Cupania,seemannii,777,1.725,1.72,1.615,1.844,145,1.199,1.196,1.008,1.432,42,0.696,0.695,0.496,0.992
BCI,2000-2005,bc5,Dendropanax,arboreus,7,2.621,2.498,1.399,4.534,16,0.778,0.821,0.497,1.339,64,0.456,0.471,0.357,0.621
BCI,2000-2005,bc5,Desmopsis,panamensis,9088,1.784,1.785,1.748,1.821,763,0.605,0.607,0.563,0.657,9,0.214,0.324,0.168,0.64
BCI,2000-2005,bc5,Diospyros,artanthifolia,48,2.377,2.352,1.823,3.082,12,1.667,1.517,0.872,2.611,15,0.842,0.805,0.468,1.4
BCI,2000-2005,bc5,Dipteryx,oleifera,8,1.379,1.559,0.907,2.753,3,1.732,1.316,0.627,3.044,16,0.843,0.813,0.478,1.332
BCI,2000-2005,bc5,Drypetes,standleyi,1286,1.3,1.3,1.236,1.374,410,0.774,0.775,0.697,0.864,279,0.86,0.854,0.746,0.987
BCI,2000-2005,bc5,Enterolobium,schomburgkii,5,3.711,2.994,1.561,6.145,4,2.385,1.64,0.767,3.71,3,1.144,0.843,0.379,2.144
BCI,2000-2005,bc5,Erythrina,costaricensis,26,0.834,0.92,0.644,1.29,37,0.417,0.451,0.323,0.622,17,0.241,0.308,0.186,0.515
BCI,2000-2005,bc5,Erythroxylum,macrophyllum,150,1.538,1.554,1.331,1.806,16,0.987,1.008,0.618,1.633,13,0.54,0.589,0.341,1.028
BCI,2000-2005,bc5,Erythroxylum,panamense,89,1.164,1.189,0.981,1.467,1,0.735,1,0.371,2.77,0,NA,NA,NA,NA
BCI,2000-2005,bc5,Eugenia,coloradoensis,388,1.574,1.578,1.429,1.73,91,1.072,1.079,0.866,1.343,73,1.077,1.045,0.805,1.375
BCI,2000-2005,bc5,Eugenia,galalonensis,1351,1.522,1.524,1.445,1.605,58,0.926,0.935,0.699,1.224,13,1.166,1.033,0.592,1.709
BCI,2000-2005,bc5,Eugenia,nesiotica,354,1.221,1.231,1.107,1.363,41,0.876,0.893,0.66,1.23,47,0.567,0.583,0.418,0.796
BCI,2000-2005,bc5,Eugenia,oerstediana,1109,1.632,1.634,1.55,1.729,269,1.095,1.095,0.955,1.26,152,1.049,1.03,0.867,1.247
BCI,2000-2005,bc5,Faramea,occidentalis,16195,2.01,2.011,1.981,2.041,6223,0.909,0.91,0.887,0.933,1550,0.55,0.551,0.518,0.586
BCI,2000-2005,bc5,Ficus,bullenei,1,2.7,2.246,0.809,5.835,0,NA,NA,NA,NA,0,NA,NA,NA,NA
BCI,2000-2005,bc5,Ficus,citrifolia,0,NA,NA,NA,NA,1,3.311,1.348,0.504,3.807,0,NA,NA,NA,NA
BCI,2000-2005,bc5,Ficus,costaricana,2,2.646,2.281,1.003,5.239,0,NA,NA,NA,NA,4,0.651,0.691,0.312,1.454
BCI,2000-2005,bc5,Ficus,insipida,10,3.331,2.941,1.75,4.992,1,0.494,0.919,0.327,2.366,1,0.808,0.736,0.284,1.979
BCI,2000-2005,bc5,Ficus,maxima,1,0.454,1.488,0.605,3.729,2,1.005,1.051,0.431,2.74,3,0.344,0.547,0.249,1.272
BCI,2000-2005,bc5,Ficus,obtusifolia,0,NA,NA,NA,NA,0,NA,NA,NA,NA,3,1.938,1.081,0.457,2.488
BCI,2000-2005,bc5,Ficus,popenoei,0,NA,NA,NA,NA,0,NA,NA,NA,NA,2,0.248,0.546,0.211,1.327
BCI,2000-2005,bc5,Ficus,tonduzii,0,NA,NA,NA,NA,7,0.667,0.795,0.396,1.465,13,0.335,0.406,0.239,0.696
BCI,2000-2005,bc5,Ficus,trigonata,1,17.389,3.494,1.336,8.964,0,NA,NA,NA,NA,3,0.431,0.583,0.253,1.391
BCI,2000-2005,bc5,Ficus,yoponensis,1,18.293,3.611,1.38,8.905,0,NA,NA,NA,NA,4,0.34,0.5,0.225,1.177
BCI,2000-2005,bc5,Garcinia,intermedia,3531,1.644,1.645,1.593,1.697,457,1.191,1.19,1.079,1.315,97,0.816,0.816,0.65,1.018
BCI,2000-2005,bc5,Garcinia,madruno,314,1.954,1.952,1.764,2.184,27,0.905,0.917,0.611,1.34,7,0.625,0.669,0.322,1.302
BCI,2000-2005,bc5,Genipa,americana,32,0.789,0.86,0.626,1.175,13,0.595,0.679,0.389,1.108,18,0.925,0.876,0.543,1.51
BCI,2000-2005,bc5,Guapira,standleyana,26,1.254,1.336,0.95,1.904,31,0.833,0.866,0.592,1.287,77,0.516,0.524,0.409,0.682
BCI,2000-2005,bc5,Guarea,grandifolia,30,1.7,1.751,1.235,2.391,14,0.747,0.801,0.496,1.368,10,1.339,1.076,0.573,1.991
BCI,2000-2005,bc5,Guarea,guidonia,947,1.556,1.555,1.465,1.652,235,0.751,0.756,0.66,0.866,333,0.446,0.449,0.391,0.512
BCI,2000-2005,bc5,Guatteria,dumetorum,379,1.801,1.797,1.639,1.986,195,0.684,0.688,0.593,0.802,166,0.645,0.646,0.539,0.772
BCI,2000-2005,bc5,Guazuma,ulmifolia,15,8.246,6.479,4.235,10.131,3,12.781,3.551,1.471,8.509,30,1.015,0.979,0.668,1.48
BCI,2000-2005,bc5,Guettarda,foliacea,119,1.353,1.374,1.171,1.633,74,0.741,0.751,0.6,0.962,56,0.358,0.378,0.28,0.515
BCI,2000-2005,bc5,Gustavia,superba,19,2.345,2.319,1.518,3.367,71,0.607,0.623,0.488,0.783,591,0.356,0.358,0.325,0.394
BCI,2000-2005,bc5,Hamelia,axillaris,40,2.347,2.333,1.76,3.132,0,NA,NA,NA,NA,0,NA,NA,NA,NA
BCI,2000-2005,bc5,Hamelia,patens,1,1.551,1.918,0.806,4.88,0,NA,NA,NA,NA,0,NA,NA,NA,NA
BCI,2000-2005,bc5,Hampea,appendiculata,7,8.766,5.512,3.082,10.123,3,16.46,3.853,1.75,9.084,4,2.985,1.359,0.641,3.137
BCI,2000-2005,bc5,Hasseltia,floribunda,125,1.695,1.717,1.456,2.036,131,0.849,0.854,0.707,1.027,168,0.724,0.721,0.609,0.877
BCI,2000-2005,bc5,Heisteria,acuminata,49,1.978,1.989,1.547,2.554,40,1.05,1.053,0.747,1.46,7,0.414,0.53,0.279,1.055
BCI,2000-2005,bc5,Heisteria,concinna,435,2.691,2.688,2.452,2.931,197,1.674,1.659,1.429,1.937,266,0.641,0.641,0.555,0.74
BCI,2000-2005,bc5,Herrania,purpurea,400,1.372,1.377,1.249,1.51,40,0.57,0.602,0.437,0.828,0,NA,NA,NA,NA
BCI,2000-2005,bc5,Hieronyma,alchorneoides,17,2.294,2.234,1.477,3.373,12,0.678,0.755,0.421,1.232,30,0.635,0.64,0.429,0.962
BCI,2000-2005,bc5,Hirtella,americana,16,1.196,1.316,0.838,2.027,6,1.137,1.124,0.547,2.272,2,1.568,0.896,0.38,2.296
BCI,2000-2005,bc5,Hirtella,triandra,2814,1.671,1.67,1.614,1.731,768,1.088,1.09,1.004,1.174,666,0.61,0.609,0.556,0.668
BCI,2000-2005,bc5,Hura,crepitans,2,0.581,1.29,0.565,2.799,4,0.525,0.737,0.319,1.528,86,0.586,0.594,0.462,0.759
BCI,2000-2005,bc5,Hybanthus,prunifolius,25729,1.358,1.358,1.343,1.374,388,0.542,0.544,0.486,0.609,0,NA,NA,NA,NA
BCI,2000-2005,bc5,Inga,acuminata,226,3.617,3.6,3.169,4.065,60,3.459,3.251,2.487,4.159,34,1.562,1.415,0.963,2.069
BCI,2000-2005,bc5,Inga,goldmanii,180,1.71,1.713,1.486,1.966,60,1.097,1.097,0.833,1.416,22,0.775,0.771,0.491,1.225
BCI,2000-2005,bc5,Inga,laurina,34,1.404,1.455,1.077,1.954,16,1.944,1.737,1.062,2.847,7,0.945,0.856,0.426,1.688
BCI,2000-2005,bc5,Inga,marginata,120,3.697,3.645,3.058,4.271,41,4.764,4.27,3.131,5.903,73,3.925,3.509,2.708,4.623
BCI,2000-2005,bc5,Inga,mucuna,2,2.656,2.339,0.989,5.074,0,NA,NA,NA,NA,0,NA,NA,NA,NA
BCI,2000-2005,bc5,Inga,nobilis,320,1.552,1.552,1.401,1.726,181,0.988,0.992,0.843,1.151,62,0.521,0.536,0.402,0.733
BCI,2000-2005,bc5,Inga,oerstediana,0,NA,NA,NA,NA,0,NA,NA,NA,NA,2,1.362,0.867,0.338,2.138
BCI,2000-2005,bc5,Inga,pezizifera,60,2.667,2.623,2.071,3.345,26,2.337,2.142,1.464,3.192,13,1.479,1.201,0.679,2.136
BCI,2000-2005,bc5,Inga,punctata,7,4.742,3.732,2.036,6.518,2,1.658,1.256,0.506,3.094,6,2.212,1.319,0.665,2.625
BCI,2000-2005,bc5,Inga,ruiziana,1,0.548,1.524,0.613,3.559,1,9.222,1.746,0.622,5.134,3,1.709,1.001,0.44,2.372
BCI,2000-2005,bc5,Inga,sapindoides,73,1.976,1.992,1.591,2.477,55,1.156,1.14,0.864,1.487,57,1.137,1.093,0.808,1.473
BCI,2000-2005,bc5,Inga,spectabilis,2,3.357,2.471,1.121,5.782,1,2.27,1.274,0.454,3.584,11,1.403,1.146,0.605,2.212
BCI,2000-2005,bc5,Inga,umbellifera,508,1.46,1.464,1.347,1.589,171,0.843,0.845,0.719,0.993,10,0.677,0.695,0.399,1.218
BCI,2000-2005,bc5,Jacaranda,copaia,9,10.121,6.676,3.845,11.653,17,3.02,2.552,1.591,4.001,206,1.274,1.253,1.064,1.474
BCI,2000-2005,bc5,Lacistema,aggregatum,1001,1.435,1.437,1.358,1.53,89,0.864,0.872,0.699,1.089,25,0.448,0.488,0.321,0.743
BCI,2000-2005,bc5,Lacmellea,panamensis,23,2.787,2.686,1.915,3.772,21,1.063,1.065,0.696,1.629,49,0.997,0.969,0.698,1.313
BCI,2000-2005,bc5,Laetia,procera,3,1.169,1.591,0.723,3.442,8,1.241,1.202,0.627,2.296,14,1.392,1.161,0.645,2.108
BCI,2000-2005,bc5,Laetia,thamnia,254,1.831,1.831,1.639,2.062,77,0.974,0.979,0.783,1.244,20,0.714,0.712,0.439,1.134
BCI,2000-2005,bc5,Lafoensia,punicifolia,0,NA,NA,NA,NA,1,3.451,1.388,0.482,4.239,4,1.488,1,0.452,2.281
BCI,2000-2005,bc5,Leandra,dichotoma,1,6.143,2.675,1.142,7.516,0,NA,NA,NA,NA,0,NA,NA,NA,NA
BCI,2000-2005,bc5,Licania,hypoleuca,83,1.388,1.407,1.16,1.729,18,0.68,0.733,0.459,1.158,10,0.459,0.521,0.287,1
BCI,2000-2005,bc5,Licania,platypus,203,1.356,1.366,1.197,1.56,24,0.946,0.973,0.65,1.396,6,1.541,1.123,0.552,2.354
BCI,2000-2005,bc5,Lindackeria,laurina,2,0.939,1.541,0.689,3.613,7,0.363,0.506,0.262,0.975,49,0.343,0.366,0.264,0.499
BCI,2000-2005,bc5,Lonchocarpus,heptaphyllus,378,1.596,1.593,1.448,1.751,116,0.957,0.953,0.785,1.155,90,0.523,0.528,0.41,0.672
BCI,2000-2005,bc5,Lozania,pittieri,1,1.603,2.001,0.766,5.118,0,NA,NA,NA,NA,0,NA,NA,NA,NA
BCI,2000-2005,bc5,Luehea,seemannii,30,1.694,1.745,1.223,2.393,32,0.744,0.769,0.532,1.085,66,0.487,0.501,0.378,0.661
BCI,2000-2005,bc5,Maclura,tinctoria,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,4.217,0.949,0.375,2.368
BCI,2000-2005,bc5,Macrocnemum,roseum,44,1.446,1.489,1.135,1.971,18,0.73,0.762,0.484,1.193,21,0.691,0.686,0.435,1.121
BCI,2000-2005,bc5,Malpighia,romeroana,27,1.106,1.182,0.848,1.713,1,2.31,1.261,0.436,3.637,0,NA,NA,NA,NA
